Date,Value
2006/10/14,101.08
2006/10/15,69.09
2006/10/16,160.47
2006/10/17,151.89
2006/10/18,109.31
2006/10/19,118.4
2006/10/20,97.68
2006/10/21,115.43
2006/10/22,58.39
2006/10/23,110.42
2006/10/24,125.92
2006/10/25,130.08
2006/10/26,100.3
2006/10/27,91.04
2006/10/28,81.46
2006/10/29,63.27
2006/10/30,79.78
2006/10/31,146.34
2006/11/1,143.61
2006/11/2,113.77
2006/11/3,113.83
2006/11/4,60.83
2006/11/5,47.01
2006/11/6,47.64
2006/11/7,52.32
2006/11/8,77.04
2006/11/9,89.81
2006/11/10,114.9
2006/11/11,75.94
2006/11/12,53.61
2006/11/13,122.42
2006/11/14,137.76
2006/11/15,107.25
2006/11/16,114.13
2006/11/17,56.63
2006/11/18,69.77
2006/11/19,71.77
2006/11/20,118.44
2006/11/21,70.41
2006/11/22,72.22
2006/11/23,116.91
2006/11/24,78.2
2006/11/25,79.64
2006/11/26,69.98
2006/11/27,103.98
2006/11/28,77.74
2006/11/29,97.79
2006/11/30,78.8
2006/12/1,96.57
2006/12/2,63.76
2006/12/3,43.73
2006/12/4,86.98
2006/12/5,150.87
2006/12/6,85.8
2006/12/7,72.95
2006/12/8,104.24
2006/12/9,100.03
2006/12/10,81.52
2006/12/11,81.17
2006/12/12,93.54
2006/12/13,126.17
2006/12/14,74.16
2006/12/15,80.49
2006/12/16,89.15
2006/12/17,74.52
2006/12/18,83.86
2006/12/19,136.38
2006/12/20,91.75
2006/12/21,93.31
2006/12/22,81.21
2006/12/23,95.02
2006/12/24,59.76
2006/12/25,137.21
2006/12/26,125.63
2006/12/27,73.61
2006/12/28,102.45
2006/12/29,92.77
2006/12/30,120.14
2006/12/31,37.98
2007/1/1,90.29
2007/1/2,114.67
2007/1/3,76.7
2007/1/4,85.41
2007/1/5,88.2
2007/1/6,102.14
2007/1/7,67.53
2007/1/8,106.46
2007/1/9,106.03
2007/1/10,153.24
2007/1/11,101.63
2007/1/12,160.66
2007/1/13,102.65
2007/1/14,65.25
2007/1/15,110.56
2007/1/16,81.84
2007/1/17,128.29
2007/1/18,127.82
2007/1/19,66.13
2007/1/20,59
2007/1/21,79.5
2007/1/22,116.96
2007/1/23,113.76
2007/1/24,110.32
2007/1/25,110.7
2007/1/26,79.57
2007/1/27,84
2007/1/28,63.78
2007/1/29,60.23
2007/1/30,109.75
2007/1/31,96.6
2007/2/1,77.85
2007/2/2,139.13
2007/2/3,106.15
2007/2/4,55.39
2007/2/5,77.99
